,content,title,rating
11630,Trey Anastasio Documentary phish|rock band|rocker Trey Anastasio|Jon Fishman|Mike Gordon|Page McConnell,Phish: Bittersweet Motel (2000),30
4110,H.E. Bates Drama sex scene|cobbler the shoemaker|shoe|19th century Embeth Davidtz|Tom Bell|Gemma Jones|James Purefoy|Ben Chaplin|Kenneth Anderson|Greg Wise|David Neal|Julian Protheroe|Mark Neal|Tim Preece|Daphne Neville|Charles De'Ath|Colin Prockter|Richard Hope,Feast of July (1995),30
3477,Fernando Trueba Documentary|Musical jazz|performance|session|new jersey Arturo O'Farrill|Rolando Guerrero|Joe Gonzales|Jim Seeley|Matt Hilgenberg|Mike Mossman|Joe Owens|Peter Brainin|Mike Migliore|Marshall McDonald|Maximilian Schweiger|Richard Perry|Papo Vasquez|Jack Jeffers|Sam Burtis,Calle 54 (2000),30
6392,Kevin Bacon Drama martha's vineyard|flashback|traumatic shock|brother brother relationship Helen Mirren|Kyra Sedgwick|Beau Bridges|Michael Yarmush|Lucas Denton|Elva Mai Hoover|Nancy Beatty|Rino Romano|Simon Reynolds|B.J. McLellan|Bunty Webb|Kate Hennig|Cheryl Swarts|Ron Gabriel,Losing Chase (1996),30
6454,Ki-duk Kim Drama actual animal killed|south korea|ejaculation in hands|dysfunctional mother son relationship Min-soo Jo|Jung-Jin Lee|Ki-Hong Woo|Eunjin Kang|Jae-ryong Cho|Myeong-ja Lee|Jun-seok Heo|Kwon Yul|Mun-su Song|Beom-jun Kim|Jong-hak Son|Yong-wook Jin|Jae-rok Kim|Won-jang Lee,Pieta (2013),30
1629,Catherine Breillat Drama sex while asleep|copulation|female genitalia|female full frontal nudity Amira Casar|Rocco Siffredi|Alexandre Belin|Manuel Taglang|Jacques Monge|Claudio Carvalho|Carolina Lopes|Diego Rodrigues|Diogo Rodriques|João Marques|Bruno Fernandes|Maria Edite Moreira|Maria João Santos|Catherine Breillat,Anatomy of Hell (Anatomie de l'enfer) (2004),30
11698,Vadim Jean Drama|Horror drug|suicide|hallucination|serial killer Craig Fairbrass|Elizabeth Hurley|Keith Allen|Anita Dobson|Jesse Birdsall|Craig Kelly|Faith Kent|Georgina Hale|Samantha Spiro|Steven Brand|Zoe Heyes|Annette Badland|Natasha Humphrey|Jack McKenzie|Christopher Adamson,Beyond Bedlam (1993),30
3147,Elena Soarez Comedy|Drama|Romance marriage|open marriage|extramarital affair|adultery Regina Casé|Lima Duarte|Stênio Garcia|Luiz Carlos Vasconcelos|Nilda Spencer|Diogo Lopes|Helena Araújo|Iami Rebouças|Lucien Paulo|Borges Cunha|Plácido Alves Neto|D. Dinorah|José Pascoal|Zé Brocoió|Clesio Atanasio,"Me You Them (Eu, Tu, Eles) (2000)",30
4897,Jason Kabolati Drama|Horror|Thriller bound and gagged|dinner|dollar bill|hair covering face Marc Donato|Jascha Washington|Whitney Hoy|Justin Arnold|Lindsay Seidel|Julin|Laura Ashley Samuels|Travis Tedford|Eric Isenhower|Vincent Silochan|Preston Flagg|Hunter Garner|Ryan Hayden|Mark Nutter|Daniel Ross Owens,"Final, The (2010)",30
6528,Klaus Härö Children|Drama sweden|teacher|1950s|school Natalie Minnevik|Bibi Andersson|Marjaana Maijala|Henrik Rafaelsen|Tind Soneby|Björn Granath|Jarl Lindblad|Sara Arnia|Peter Rogers|Carolina Berggren|Amanda Andersson|Zorro Svärdendahl,As If I Didn't Exist (Elina - Som om jag inte fanns) (2002),30
9026,Peter Djigirr Adventure|Comedy|Drama|War overweight|hunt|aboriginal culture|story Crusoe Kurddal|Jamie Gulpilil|Richard Birrinbirrin|Peter Minygululu|Frances Djulibing|David Gulpilil|Sonia Djarrabalminym|Cassandra Malangarri Baker|Philip Gudthaykudthay|Peter Djigirr|Michael Dawu|Bobby Bunungurr|Johnny Buniyira|Billy Black|Steven Wilinydjanu Maliburr,Ten Canoes (2006),30
8962,Pekko Pesonen Drama|Musical|Romance woman|singer|title based on song|suburb Pamela Tola|Samuel Vauramo|Joonas Saartamo|Eero Milonoff|Jussi Nikkilä|Elena Leeve|Mikko Kouki|Mikko Leppilampi|Anna-Leena Härkönen|Eero Saarinen|Lotta Kaihua|Laura Malmberg|Osla Räisänen|David Sandqvist|Jaana Järvinen,Beauty and the Bastard (Tyttö sinä olet tähti) (2005),30
2004,Claude Chabrol Crime|Thriller lausanne switzerland|chocolate|pianist|concert pianist Isabelle Huppert|Jacques Dutronc|Anna Mouglalis|Rodolphe Pauly|Brigitte Catillon|Michel Robin|Mathieu Simonet|Lydia Andrei|Véronique Alain|Isolde Barth|Jacqueline Burnand|François Germond|Antoinette Martin|Michel Moulin|Dorotea Brandin,Nightcap (Merci pour le chocolat) (2000),30
2656,David Posamentier Comedy|Drama handcuffed man|attraction|desire|bicycle Sam Rockwell|Olivia Wilde|Michelle Monaghan|Jane Fonda|Ray Liotta|Norbert Leo Butz|Ben Schwartz|Ken Howard|Jenn Harris|Harrison Holzer|Peter Jacobson|Sonnie Brown|Ron Heneghan|Ken Arnold|Tracy McMullan,Better Living Through Chemistry (2014),30
5773,Jon Stewart Drama prison|journalism|hijab|reference to mahmoud ahmedinejad Gael García Bernal|Kim Bodnia|Dimitri Leonidas|Haluk Bilginer|Shohreh Aghdashloo|Golshifteh Farahani|Claire Foy|Amir El-Masry|Nasser Faris|Kambiz Hosseini|Numan Acar|Ayman Sharaiha|Zeid Kattan|Ali Elayan|Nidal Ali,Rosewater (2014),30
2483,David Coggeshall Drama|Horror|Thriller year 1993|supernatural horror|stationmaster|haunted house Abigail Spencer|Morgana Shaw|Emily Alyn Lind|Chad Michael Murray|Grant James|Katee Sackhoff|Mary Louise Coffee|Lauren Pennington|Sam Polin|Lance E. Nichols|Jaren Mitchell|Cicely Tyson|Brad James|Wayne Pére|Hunter Burke,"Haunting in Connecticut 2: Ghosts of Georgia, The (2013)",30
4249,Helen Stickler Documentary skateboarding|skateboard|murder|fame Mark 'Gator' Rogowski|Tony Hawk|Jason Jessee|John Brinton Hogan|Steve Olson|Brandi McClain|Stacy Peralta|Lance Mountain|Steve Caballero|John Hogan|Kevin Staab|Michelle Chaves|Shepard Fairey|Eric Ian|Randy Janson,Stoked: The Rise and Fall of Gator (2002),30
5111,Jennifer Elise Cox Comedy|Drama|Sci-Fi closeted gay|gay interest|homosexual|male nudity Patrick Wilson|Liv Tyler|Marisa Coughlan|Matt Bomer|Jerry O'Connell|Kylie Rogers|Kali Rocha|Matthew Morrison|Keir Dullea|Ryan Gaul|Victor Togunde|Jonny Jay|Michael Stoyanov|Susan Currie|Hart Keathley,Space Station 76 (2014),30
1065,Ben Best Comedy slapstick comedy|small town|party|martial arts Danny McBride|Mary Jane Bostic|Ben Best|Spencer Moreno|Carlos Lopez|Jody Hill|Ken Aguilar|Collette Wolfe|Jeff Hoffman|Deborah Loates|Danielle Jarchow|Juan-Carlos Guzman|Nicholas Stanley|Erica Owens|Sean Baxter,"Foot Fist Way, The (2006)",30
7290,Mark Bowden Comedy|Crime money|detective|finders keepers|dockworker John Cusack|Debi Mazar|Michael Madsen|Benicio Del Toro|Michael Rapaport|Maury Chaykin|James Gandolfini|Fionnula Flanagan|Elizabeth Bracco|Ashleigh Dejon|Lenny Venito|Philip Seymour Hoffman|Currie Graham|Frankie Faison|Ed Pansullo,Money for Nothing (1993),30
1525,Buronson Action|Thriller live action remake of anime|revolver|voice over narration|motorcycle Gary Daniels|Malcolm McDowell|Costas Mandylor|Downtown Julie Brown|Dante Basco|Nalona Herron|Melvin Van Peebles|Clint Howard|Andre Rosey Brown|Paulo Tocha|Chris Penn|Tracey Walter|Rowena Guinness|Isako Washio|Michael Charles Friedman,Fist of the North Star (1995),30
6785,Lee Hirsch Documentary|Musical song|apartheid|freedom|dancing Walter Cronkite|F.W. de Klerk|Abdullah Ibrahim|Jesse Jackson|Duma Ka Ndlovu|Ronnie Kasrils|Sibongile Khumalo|Vusi Mahlasela|Miriam Makeba|Nelson Mandela|Winnie Mandela|Hugh Masekela|Sophie Mgcina|Thandi Modise|Sifiso Ntuli,Amandla! A Revolution in Four Part Harmony (2002),30
9714,Robert Glaudini Comedy|Romance new york city|virgin|marriage problems|copping a feel Philip Seymour Hoffman|John Ortiz|Richard Petrocelli|Tom McCarthy|Amy Ryan|Daphne Rubin-Vega|Lola Glaudini|Rafael Osorio|Stephen Adly Guirgis|Mason Pettit|Trevor Long|Stephen Mailer|Elizabeth Rainer|Theodore Mailer|Count Stovall,Jack Goes Boating (2010),30
4635,Jake Paltrow Comedy|Drama|Fantasy|Musical|Romance lucid dreaming|lucid dream|lucid dreams|dream Keith Allen|Steffan Boje|Penélope Cruz|Danny DeVito|Sonia Doubell|Martin Freeman|Michael Gambon|Stephen Graham|Kate Harper|Gael Le Cornec|Bruno Lastra|Martino Lazzeri|Meredith MacNeill|Gwyneth Paltrow|Simon Pegg,"Good Night, The (2007)",30
12143,Yo Henmi Comedy|Drama statue|water|shoplifting|desire Kôji Yakusho|Misa Shimizu|Mitsuko Baishô|Mansaku Fuwa|Isao Natsuyagi|Yukiya Kitamura|Hijiri Kojima|Toshie Negishi|Sumiko Sakamoto|Taka Guadalcanal|Mickey Curtis|Takao Yamada|Katsuo Nakamura|Kazuo Kitamura,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001),30
9409,Rebecca Thomas Drama cassette tape|utah|religious fundamentalism|belief in miracles Julia Garner|Liam Aiken|Billy Zane|Cynthia Watros|Rachel Pirard|Scott Chamberlain|Vincent J. DiGiorgio|Darvez Ballen|Rory Culkin|John Patrick Amedori|Thomas Owens|Johnny Keating|Cassidy Gard|Paola Baldion|Michael Goldman,Electrick Children (2012),30
10136,Sam Dunn Documentary|Musical rush|progressive rock|toronto ontario|ontario Geddy Lee|Alex Lifeson|Neil Peart|Trent Reznor|Mike Portnoy|Kirk Hammett|Tim Commerford|Sebastian Bach|Jack Black|Gene Simmons|Billy Corgan|Mary Weinrib|Melanija Zivojinovich|Ray Danniels|Bernie Finkelstein,Rush: Beyond the Lighted Stage (2010),30
7026,Lucy Shuttleworth Adventure|Fantasy|Romance uncle niece realtionship|uncle|niece|australian Dakota Blue Richards|Juliet Stevenson|Tim Curry|Tamás Tóth|Augustus Prew|György Szathmári|Natascha McElhone|Ioan Gruffudd|George Mendel|Michael Webber|Szabolcs Csák|Lurko|Kristof Z. Markovics|Marcell Tóth|Zoltán Barabás Kis,"Secret of Moonacre, The (2008)",30
8858,Paul King Adventure|Comedy|Drama death|fiesta|agoraphobia|poland Edward Hogg|Simon Farnaby|Verónica Echegui|Richard Ayoade|Julian Barratt|Noel Fielding|Sylvia Syms|James Fox|Rich Fulcher|Gus Brown|Madeleine Worrall,Bunny and the Bull (2009),30
11078,T.J. Martin Documentary underdog|american football|teenager|torn ligament Montrail 'Money' Brown|O.C. Brown|Bill Courtney|Chavis Daniels|Jeff Germany,Undefeated (2011),30
7939,Michael Steinberg Drama|Romance watching tv|stoned|salesman|love Phoebe Cates|Bridget Fonda|Tim Roth|Eric Stoltz|Alicia Witt|Sandra Ellis Lafferty|Sidney Dawson|Jon Proudstar|Scott Johnson|Kezbah Weidner|Peter Fonda|Amaryllis Borrego|Rich Wheeler|Scott Frederick|Warren Burton,"Bodies, Rest & Motion (1993)",30
11236,Thom Eberhardt Children|Comedy|Romance choir|eavesdropping|tutu|argument Harley Jane Kozak|Jamey Sheridan|Ethan Embry|Kevin Nealon|Thora Birch|Andrea Martin|Lauren Bacall|Amy Oberer|Renée Taylor|Leslie Nielsen|Felicity LaFortune|Camille Saviola|Michael Alaimo|Joanne Baron|Alan Brooks,All I Want for Christmas (1991),30
5548,John Hindman Comedy|Romance character name as title|two word title|single mother|writer Jeff Daniels|Lauren Graham|Lou Taylor Pucci|Olivia Thirlby|Kat Dennings|Nora Dunn|Tony Hale|Annie Corley|Max Antisell|Thomas Roy|Peter Patrikios|Greg Wood|Richard Lyntton|Richard Barlow|Sally Mercer,"Answer Man, The (a.k.a. Arlen Faber) (2009)",30
4563,Jack Amiel Drama|Romance whale|alaska|save the whale|based on true story John Pingayak|Ahmaogak Sweeney|John Chase|Ishmael Angalook Hope|Othniel 'Anaqulutuq' Oomittuk Jr.|John Krasinski|Andrew Daly|Thomas R. Daly|Maliaq Kairaiuak|Jeffrey Evan|Drew Barrymore|Ted Danson|Randy Eledge|Thom Van Dorp|Tim Blake Nelson,Big Miracle (2012),30
2640,David Nicholls Drama changing bedsheets|female nudity|topless female nudity|child Bradley Johnson|Jim Broadbent|Juliet Stevenson|Alannah Barlow|Chris Middleton|Colin Firth|Gina McKee|Elliot Avery|Rhiannon Howden|Tom Butcher|Claire Skinner|Sarah Lancashire|Naomi Allisstone|Matthew Beard|Tara Berwin,And When Did You Last See Your Father? (2007),30
4357,Howard Deutch Comedy|Drama vietnam war veteran|doctor|hospital|veterans hospital Ray Liotta|Kiefer Sutherland|Forest Whitaker|Lea Thompson|John C. McGinley|John Mahoney|Keith David|Kathy Baker|Eli Wallach|Noble Willingham|Julie Bovasso|Troy Evans|Lynne Thigpen|Jeffrey Tambor|Leo Burmester,Article 99 (1992),30
7222,Mari Kornhauser Drama|Thriller pubic hair|nudity|bare butt|female masturbation Nicolas Cage|Judge Reinhold|Erika Anderson|Joe Pantoliano|Viveca Lindfors|Aaron Neville|Steve Buscemi|Ian Abercrombie|Marisa Tomei|Jo-El Sonnier|Newell Alexander|Blaise Delacroix|Eliott Keener|Richard Greenberg|John Cutler,Zandalee (1991),30
6670,Larry Fessenden Horror oil company|hallucination|arctic region|oil drilling Ron Perlman|James Le Gros|Connie Britton|Zach Gilford|Kevin Corrigan|Jamie Harrold|Pato Hoffmann|Joanne Shenandoah|Larry Fessenden|Oscar Miller|Hálfdán Theodórsson|Eggert Ketilsson|Jack Fessenden|John Speredakos|Halfdan Pedersen,"Last Winter, The (2006)",30
1979,Citizen Kane Drama orson welles character|william randolph hearst character|rko radio pictures|media tycoon Liev Schreiber|James Cromwell|Melanie Griffith|John Malkovich|Brenda Blethyn|Roy Scheider|Liam Cunningham|David Suchet|Fiona Shaw|Anastasia Hille|Roger Allam|Simeon Andrews|William Armstrong|Jay Benedict|Ron Berglas,RKO 281 (1999),30
2252,Dan McCall Comedy|Drama usa horror host|usa male horror host|male horror host|movie reality crossover Danny DeVito|Robert J. Steinmiller Jr.|Miko Hughes|Gary Sinise|Art LaFleur|Stefan Gierasch|Erica Yohn|Andrea Marcovicci|Julia Louis-Dreyfus|Reese Witherspoon|Bert Remsen|Carl Gabriel Yorke|Lee Garlington|Lorinne Vozoff|Justin Mosley Spink,Jack the Bear (1993),30
6298,Keenen Ivory Wayans Comedy|Musical reference to pubic hair|dance|african american|rap Shoshana Bush|Damon Wayans Jr.|Essence Atkins|Affion Crockett|Chris Elliott|Christina Murphy|David Alan Grier|Amy Sedaris|Kim Wayans|Lauren Bowles|Brennan Hillard|George Gore II|Chelsea Makela|Ross Thomas|Shawn Wayans,Dance Flick (2009),30
9663,Robert Aldrich Adventure|Sci-Fi copyright infringement|unintentional humor|child strangling|dead children Cüneyt Arkin|Aytekin Akkaya|Füsun Uçar|Hüseyin Peyda|Necla Fide|Mehmet Ugur|Kadir Kök|Aydin Haberdar|Yadigar Ejder|Hikmet Tasdemir,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)",30
7095,Mads Brügger Documentary tragedy|diamond|blood diamond|africa Mads Brügger|Heather Schmid,"Ambassador, The (Ambassadøren) (2011)",30
2952,Donald Margulies Comedy|Drama marriage|friendship|food|friend Dennis Quaid|Andie MacDowell|Greg Kinnear|Toni Collette|Taylor Emerson|Jake Fritz|Holliston Coleman|Angus T. Jones|Beau Holden|Dina Morrone|Ruth Reichl|Romulo Yanes,Dinner with Friends (2001),30
2017,Claude Miller Crime|Drama child|novelist|depression|death Sandrine Kiberlain|Nicole Garcia|Mathilde Seigner|Luck Mervil|Edouard Baer|Stéphane Freiss|Yves Jacques|Roschdy Zem|Consuelo De Haviland|Yves Verhoeven|Annie Mercier|Alexis Chatrian|Enzo Crebessegues|Arthur Setbon|Réva Rothstein,Alias Betty (Betty Fisher et autres histoires) (2001),30
7427,Marko Leino Children|Drama|Fantasy gift|christmas|santa|toy Hannu-Pekka Björkman|Otto Gustavsson|Jonas Rinne|Kari Väänänen|Minna Haapkylä|Mikko Leppilampi|Mikko Kouki|Oskari Heimonen|Roi Ron|Laura Birn|Nella Siilasmaa|Antti Tuisku|Alpo Sipilä|Matti Ristinen|Eeva Soivio,Christmas Story (Joulutarina) (2007),30
9115,Peter Silverman Crime|Drama pot smoking|homeless child|ex convict|middle school John Boylan|Jeff Bridges|Edward Furlong|Greg Sevigny|Jayne Entwistle|Willie Williams|Roosevelt Franklin|Melvyn Hayward|Don Harvey|Kit McDonough|Wren Walker|Cristine McMurdo-Wallis|Lucinda Jenney|Charlotte London|Loyd Catlett,American Heart (1992),30
9114,Peter Shapiro Documentary love parade|electro music|hip hop|hardcore techno Arthur Baker|Afrika Bambaataa|Carl Cox|David Kristian|Derrick May|Moby|Robert Moog|Giorgio Moroder|Genesis P-Orridge|Rob Playford|DJ Spooky|Karlheinz Stockhausen|Danny Tenaglia,Modulations (1998),30
1628,Catherine Breillat Comedy|Drama|Romance lust|female removes her clothes|sex|rear entry sex Anne Parillaud|Grégoire Colin|Roxane Mesquida|Ashley Wanninger|Dominique Colladant|Bart Binnema|Yves Osmu|Elisabete Piecho|Francis Selleck|Diane Scapa|Ana Lorena|Claire Monatte|Arnaldo Junior|Elisabete Silva|Júlia Fragata,Sex Is Comedy (2002),30
910,Arthur Kane Documentary rock band|mormon|rock 'n' roll|rock band reunion Nina Antonia|Bishop Bragg|Clem Burke|Leee Black Childers|Steve Conte|Bob Geldof|Mara Hennessey|Chrissie Hynde|Frank Infante|David Johansen|Mick Jones|Arthur Kane|Barbara Kane|Brian Koonin|Dawn Laureen,New York Doll (2005),30
7299,Mark Christopher Drama gay|compilation|gay interest|sketch comedy Michael Saucedo|Justin Urich|Travis Sher|Milo Ventimiglia|Vincent D'Onofrio|Miles Perlich|Eileen Brennan|Harry Waters Jr.|Mary Beth Hurt|J.D. Cerna|Kent Broadhurst|Ellen Latzen|Edward Seamon|Greg Villepique|Brett Barsky,Boys Life 2 (1997),30
719,Andy Robin Comedy|Crime cover up|water|revenge|plumber Aaron Stanford|Peter Anthony Tambakis|Frank Pando|Paul Schneider|Jeffrey Maroun|Judah Friedlander|Clark Middleton|Carlo Alban|Kevin Dunn|Michael Rapaport|Zooey Deschanel|Tracy M. Smith|R.E. Rodgers|Adam LaFramboise|Kim Director,Live Free or Die (2006),30
5753,Jon Knautz Horror village|poland|demonic possession|blond man Aaron Ashmore|Cindy Sampson|Meghan Heffern|Trevor Matthews|Vieslav Krystyan|Laura de Carteret|Ben Lewis|Julia Debowska|Monica Hewes|Stefen Hayes|Connor Stanhope|David Tompa|Alexander Krstich|Neil Davison|Voytek Skrzeta,"Shrine, The (2010)",30
3102,Edward Burns Drama|Romance old flame|waitress|small town|written and directed by cast member Lauren Holly|Kevin Heffernan|Mark Schulte|Edward Burns|Kathleen Doyle|Jennifer Esposito|Jon Bon Jovi|Nick Sandow|Welker White|Ellen McElduff|Connie Britton|Blythe Danner|Kaili Vernoff|John Ventimiglia|Leah Gray,No Looking Back (1998),30
10267,Scott Harris Horror|Sci-Fi alien|sex|female nudity Gail Thackray|Bernie Van De Yacht|Heather Ford|Yvette McClendon|Leslie Kaye|Steve Grant|Martin Jay|Christopher Leman|Raelyn Saalman|Fred Olen Ray|Jim Wynorski|Monique Parent|Victor Lazlow|Bob Bragg|Jeffrey Eith,Alien Escape (1995),30
11453,Tom Gilroy Drama retirement|male bonding|father son relationship|ex convict Ned Beatty|Liev Schreiber|Campbell Scott|Ian Hart|Peri Gilpin|Bill Raymond|Catherine Kellner|Hallee Hirsh|Justin Laboy|Kristin Laboy|David Roland Frank|Sturgis Adams,Spring Forward (1999),30
7990,Michelangelo Antonioni Drama|Romance nudity|girl in panties|france|promiscuous woman Fanny Ardant|Chiara Caselli|Irène Jacob|John Malkovich|Sophie Marceau|Vincent Perez|Jean Reno|Kim Rossi Stuart|Inés Sastre|Peter Weller|Marcello Mastroianni|Jeanne Moreau|Enrica Antonioni|Carine Angeli|Alessandra Bonarotta,Beyond the Clouds (Al di là delle nuvole) (1996),30
3283,Eric Idle Comedy 1960s|1990s|long lost son|heir Eric Idle|Rick Moranis|Barbara Hershey|Catherine Zeta-Jones|John Cleese|Sadie Frost|Stratford Johns|Brenda Bruce|William Franklyn|Charu Bala Chokshi|Jeremy Clyde|Richard Huw|Eric Sykes|Bridget McConnell|Bill Stewart,Splitting Heirs (1993),30
7080,M.J. Bassett Drama|Horror|Thriller|War soldier|german|trench|german soldier Jamie Bell|Rúaidhrí Conroy|Mike Downey|Laurence Fox|Roman Horák|Dean Lennox Kelly|Torben Liebrecht|Kris Marshall|Hans Matheson|Hugh O'Conor|Matthew Rhys|Andy Serkis|Hugo Speer|Pavel Tesar,Deathwatch (2002),30
1208,Billy Hopkins Drama|Romance concentration camp|reading|jewish|nightmare Jeanne Moreau|Claire Danes|Jude Law|James Van Der Beek|Kris Park|Lauren Fox|Emily Burkes-Nossiter|Carrie Szlasa|Natasha Wolff|Josiah A. Mayo|Brandon Danziger|Alex Ballar|Elzbieta Czyzewska|Frederick Neumann|Peter F. Hopkins,"I Love You, I Love You Not (1996)",29
2130,Craig Mack Documentary hip hop|concert film|vulgarity Afrika Bambaataa|Kurtis Blow|Sean 'Diddy' Combs|Dr. Dre|Warren G|Andre Harrell|Doc Ice|Kid Capri|Tripp Locc|Craig Mack|Method Man|The Notorious B.I.G.|Raekwon|Slick Rick|Russell Simmons,The Show (1995),29
11067,Sébastien Lifshitz Drama|Romance sex on the beach|self destructiveness|gay romance|male frontal nudity Jérémie Elkaïm|Stéphane Rideau|Marie Matheron|Dominique Reymond|Laetitia Legrix|Nils Öhlund|Réjane Kerdaffrec|Guy Houssier|Violeta Ferrer|Robert Darmel|Charline Levaque|Sarah Reyjasse|Eric Savin|Gildas Chotard|Maxence Rabret,Come Undone (Presque Rien) (2000),29
329,Aleksey German Sci-Fi middle ages|medieval times|dystopia|male full frontal nudity Leonid Yarmolnik|Aleksandr Chutko|Yuriy Tsurilo|Evgeniy Gerchakov|Valentin Golubenko|Leonid Timtsunik|Natalya Moteva|Nikita Strukov|Gali Abaydulov|Yuriy Ashikhmin|Remigijus Bilinskas|Valeriy Boltyshev|Vasiliy Domrachyov|Lev Eliseev|Valeriy Guryanov,Hard to Be a God (2013),29
1999,Claude Berri Comedy|Drama|Romance housekeeper|open air market|woman wearing a lavender string bikini|sunbathing on a beeach Jean-Pierre Bacri|Émilie Dequenne|Brigitte Catillon|Jacques Frantz|Axelle Abbadie|Catherine Breillat|Apollinaire Louis-Philippe Dogue|Amalric Gérard|Laurence Colussi|Djura|Nathalie Boutefeu|Xavier Maly|Abel Nahmias|Daniel Humair|Emilhenco,"Housekeeper, The (femme de ménage, Une) (2002)",29
